,Rating,Reviews
208,5,"Great simple to use phone for my mother. Big buttons, easy to see and use. She has the use of only one arm so the charge cradle is a great benefit. Easy setup, good clarity, gets good signal."
209,4,"I bought it for my mom who is in her late 70s after her other highest rated ""senior"" phone stopped working. I hated that other phone as it was very confusing for me to operate the menu functions. So I took a chance on this one despite some of the complaints I read about in the reviews.Some of those problems have been addressed and corrected. It is no longer difficult to lock or unlock the keys. You press the lower left button down for a couple of seconds and the word locked comes up, I assume, since that's what it says in Spanish. I set my mom's phone to Spanish. There is a second way of doing it with a directional key, but we didn't need to try it since my mom got it right away. And she is definitely not good with technology.Another complaint was about the clock being set to military, or 24 hr time. Well, you can now choose to set it to 12 hr.The phone was easy to set, which was a relief for me, compared to her previous phone. Let's face it, it's the non seniors who will probably have to set it up. Sometimes in an effort to simplify phones, they take away buttons which makes them harder to navigate.The phone is very light weight. The ringer is loud enough. I like the cradle, which is easier for a senior. You can't beat the price. It worked well with the SIM card.On the negative side, I will agree with one complaint, it's not loud enough. I turned the volume all the way up and was afraid mom would not be able to hear the caller. She agreed to give it a chance, but we may have to exchange it since her hearing is not great. The back cover is thin plastic and I was afraid to break it when I removed it. I wish it had an alarm.When it comes to ""senior"" phones, it's slim pickings. This one is half the price of the old one and comes close to meeting all the requirements. Since most seniors are hard of hearing, they really need to make it louder."
210,1,Returning product. The volume is absolutely abysmal. Even at maximum it is just audible to me. Bought this for my elderly mother: no way will she be able to hear anything ! For a phone marketed for the elderly this is a disgrace.
211,4,simple to use. Does not seem to get tiem updates from AT&T
212,3,Phone number comes with DAILY SPAM Calls. Really annoying .. The phone is good.
213,5,"Perfect, great, inexpensive phone for a senior. Bright, large, backlit numbers, clear controls, large number buttons, light weight, flash light, GSM.For what I paid, about $30, I almost wanted one for myself! Breath of fresh air after smart phones.Good battery life, I really lucked out choosing this and I might buy another one as a backup as my father tends to misplace things.I used it with GIV Mobile - unlimited talk/text and 200mb data for $20/month no contract."
214,4,"Good phone for my mom, big numbers, however settings are somewhat confusing."
215,1,Locks accidentally when used. Screen is too small to read text message. NOT easy to use for an elderly person.
216,3,"Bought this for my elderly mother. It is pretty nice. It is fairly easy to use. Most importantly, it has large buttons and a fairly large display. It was also easy to add to my AT&T account.A couple of negatives. The SOS button is a nice feature, but is fairly easy to set off. So be prepared for false alarms. Another issue, the phone only displays the time in a 24 hours system. For example, 2:00pm is 14:00. This is extremely confusing for my mother. I bought this phone last Nov. I called Jethro sometime in Dec regarding this and was advised there was a firmware update coming out late Dec / early Jan. I waited until Feb & emailed. Told an update to fix this is time display issue was expected in March and to continue checking back with their support section of their website. I've called & emailed several times regarding this issue and I am told the same thing everytime; a fireware update is coming. It has now been 6 months. Just be advised, the phone only displays time in a 24 hour system."
217,2,"I bought this phone for my grandma, it doesn't make or receive calls. I tried a manual selection of the network, and also a factory reset, and nothing happened, she has at&t."
218,5,It's a good phone for emergencies and the numbers are nice and big. Easy to use. Thank You so much
219,4,but did not work with Iwirless
220,4,Does not have Cyrillic! That was a surprize
221,2,We bought the phone for my 92 year old mother who is hearing impaired. She could not hear well on it at all.
222,2,As arrival of this phone and I couldn't charge it its so frustrating
223,4,"Looks good, as advertised, instructions not easy to follow. Keys are quite large and fairly easy to see."
224,5,My Dad loves it - works great with no confusing bells and whistles
225,1,Very bad same week i bought could not turn on / offNot worth the hassle don't buy it
226,4,Both of my grandmas love it!!! It could have a bigger screen and more ringtones
227,5,It's just what we were looking for
228,5,"Mom doesn't like any kind of change, so it has taken some time and effort to get her to embrace this versus her old flip phone."
229,2,"Pros:* The cradle is nice* Lack of camera* Cheaper than snapfonCons:* The reception is terrible. We have t-mobile and all our phones work inside the house except this one. Apparently it's only 2g which is being phased out. So expect reception to get worse over time.* The time/date was not set automatically. Seriously? What year is this?* Unlike every other phone, the buttons directly under the screen are not actually the navigation buttons, they are M1 and M2 which are speed dials. Probably not a problem if this is someone's first phone, but it drove me nuts.* no FCC id! This phone might be illegal to use in the US.* Poor manufacturing quality - the battery is hard to insert and remove because the battery is slightly too big for the part where it's supposed to fit* The voice mail number has to be programmed. Similar to the time/date, every other phone I've ever had picked this setting up from the network automatically.* As other reviews have mentioned, the hangup button, if pressed for longer than about 1 second, the phone powers off. Easy to accidentally do."
230,1,Stopped working after a month of use.
231,1,The placement of the M1 and M2 buttons in particular made this too confusing for my elderly father to use. He tried numerous times to get the phone to turn on to make a simple call and could not get it to work. Now it now longer charges or comes on and he has only had it 6 weeks. Fortunately it didn't cost much but what a waste of money.
232,2,I bought this phone as a simple option for my 84 year old father. I like the big buttons and the charging cradle. The phone feels cheap. I was afraid I'd break the plastic pieces pulling off the cover to get to the battery and SIM card. We I nstalled 3 different SIM cards from Cricket Wireless (AT&T network) at their store and could not get it connected. Don't know for sure if it's something broken on the phone or just an incompatibility. Other reviewers saying they have connected on AT&T leads me to think something is wrong with the phone. This phone is going back. I'm going to try another brand.
233,4,"I just not giving 5 stars because I don't know the durability. Everything else are just perfect. I does what it says. Call quality is good. SOS, Speed dial & direct dial works great. Quality of the phone is good. The docking station have some issue but no issue with direct charging, I still rate 4 stars because everything else are just perfect."
234,5,Real nice and simple phone for grandma
235,4,"This is basic, but has all the features necessary for seniors."
236,3,returned would not read sim card.
237,5,"Great phone for elderly or those not familiar w/ cell phones. Numbers are large,...easier to see."
238,1,not working
239,3,"My 79 year old mother, who is partially blind, can easily read the numbers on this phone and that is a great thing! However, this phone only supports 2G and therefore does not work with our AT&T Microcell in our house. Since we have limited cell coverage in our house without the Microcell, this phone does not receive a cell signal a majority of the time."
240,5,Loving it
241,5,I love this simple handset and the limited number of features I can find on it to get myself into trouble.
242,2,"This phone is very difficult to unlock. To unlock the phone, you need to press the unlock key 3 times. The first press wakes up the phone, the second press results in a message which says to press the unlock key to unlock. The third press unlocks the phone. There isn't any easier method for unlocking the keyboard without disabling the lock altogether.If you are buying this phone for someone elderly with technology ""issues"" (as we did), they may have a lot of difficulty using this phone. If the three unlock presses aren't done quick enough, the unlock sequence has to be started again. If the unlock key is pressed 4 times, the phone will be locked again instead of being unlocked. All of this is very difficult to explain to someone with dexterity and technology issues.I have never heard of a phone that is this difficult to unlock. It's hard to believe that there isn't an easier method to unlock the phone. However, I have called customer support and they confirmed that the phone does take 3 unlock presses to unlock the phone. The only alternative is to disable the lock feature.On the plus side, the SOS key does work very well and doesn't require one to unlock the keys. The SOS key can be programmed to send text messages and call 911.Another thing to note is that the title for this phone indicates that there is an extra 20% off today. However, they raised the price by about 10% yesterday to $39.99. So, you aren't saving 20%. I hate when companies raise a price just so they can tell you that you are going to save ""more"". I paid the $29.99 ""black friday"" price which was lower than the normal price."
243,4,"I wish the ring was louder, but can still be heard ok. I am hard of hearing so like everything louder. It is easy to work, and like that not a lot of buttons that can be pushed accidentally. I might buy for a friend. Am wondering if it is compatible with Verizon.Only one problem with setting up. Book says go to settings, but doesn't tell you how to get to settings. If you go to the left 3 utton key and push, it will say phone book. Just keep pushing down arrow and will lead you to settings. Can unlock the phone and set rings."
244,3,"It worked alright, until i qccidetly pushed the silent button (wich was not explained in miserable chinglish user guide.Then it completely stopped my incoming calls,and icound not reset it."
245,5,After reviewing my grandmothers bills I realized she was paying $115 a month for a jitterbug phone with unlimited talk (used 700 minutes a month) & text (never sent one). I bought this phone had AT&T add a no contract line to my plan for $20 a month and gave her this. Works great for her.
246,3,"Word to the wise: Check with the seller for the type of service this phone does NOT work with if you are technically challenged like I am. I learned something new - ""unlocked"" is not ""unlocked"" for all mobile service carriers, like Sprint. It would have been helpful to read that in the product description before purchasing. It seems like a perfect phone for seniors. Apparently I was having a senior moment when I ordered it."
247,2,"The SIM card from the provider would not work in this phone, so I am returning the phone."
248,5,"Purchased this phone for my parents who have difficulties with the small buttons on other phones. Thanks to the size of the buttons and the display, no more squinting! Also love that the keys are raised. Menu and layout also simple to use. The 5 programmable numbers makes it easy to just call their most frequently used numbers. Ringer volume is good. Would buy it again."
249,5,Great phone!
250,5,Excelente
251,5,"this phone met all our expectations, my dad loved it and is enjoying it!"
252,3,"This may be an issue of expectation mismatch. For one thing, the phone is much smaller than I expected. Some might think this is a good thing. But for many elderly and hearing aid equipped people, it would work better if the physical dimensions were larger. Secondly, the time to hold the red button for turning the phone off is too short. My 90 year old mother in law often turns the phone off when she is hanging up.That being said, the phone works fine. The buttons and numbers are large."
253,5,I bought it for my elderly grandfather which is very vocal about everything we get him whether we like it or not. He likes the phone it's loud and it's simple. He doesn't need his glasses to use it. I was able to sync it with AT&T
254,5,Just what we needed for an older relative.
255,5,It was a gift for my Grandma in South America and she loved it thanks!
256,2,The speakers are garbage and it only tells time in military time
257,1,"I bought this phone for my elderly parent. He has At&t, I did put the SIM card from his At&t phone in the Jethro, it worked. The only Problem he was having was dropped calls. He would receive or make a phone call and the phone would hang up on the person on the other line. I'm asking for a refund. It wasn't his carrier, it's the phone. He had 3 or 4 bars when the phone calls took place."
258,4,"This is a great, simple phone which is getting to be harder and harder to find. For those who do NOT want a smartphone and just need a phone for an elderly family member or for someone who is not tech savvy, this is a great little phone. I gave it four stars, though because our carrier - AT&T - does not recognize the signature of this phone, so we wound up having to buy an AT&T friendly phone. The phone works, but when we are billed their system would automatically charge this as a smartphone - which is an extra $40 on our bill - since it did not recognize the signature :/ We will be giving it to the military to reuse."
259,1,the sim card dose not read so what the point selling a tablet /phone that don't work
260,1,"This item is not worth the money I paid. cant find where to put memory card. screen isn't clear very blurred, this item sucks"
261,5,Good phone
262,1,"The tablet really was not I was looking for the sim card did not work the sd card never read ,charger cord broke,I had to purchase another!!I""m really upset with this product...Really surprise me I wanted a tablet that would do all these things and more"
263,2,When charging the battery the screen had waves of interference to the point I would not use the tablet while charging. I returned the tablet.
264,4,It is a little more than ok. I use it on Straighttalk unlimited plan as a 3g phone on AT&T 4g SIM. It has a lot of Chinese apps that you can remove. The viewing angles on screen are not the best. However it looks really sharp straight on. Has excellent quality picture and video (Netflix) . Very Poor Camera!!! Texts to all networks that can be reached by AT&T. I have friends on them all. Is a 4.4.2 android kitty Kat so it can use all the Google apps. The voice search is excellent . If it can decipher my worn out gravely southern accent every time. It should work well for you. Great phone for international travel just pop a European SIM in the extra slot and you are in business. If this phablet had a better camera it would be a steal. The battery will last for days if just used for phone. When you surf and use Wi-Fi continuously you will need to recharge more often. It is going to be kept and used
265,3,"I AM IN VENEZUELA, THE BATTERY CHARGER IS DAMAGED AND HERE IN VENEZUELA NO WARRANTY THAT BATTERY CHARGER TABLET"
266,2,"This tablet only worked for 4 months, now it is giving trouble to connect to WiFi so i have no play store access. It sucks"
267,5,"Really nice, my daughter uses this everyday and its almost been a year and its still going strong...she loves it"
268,4,good
269,5,Thank's for best supply!!!!
270,1,Doesn't have Google Play even though picture and description says it does. I contacted E-passion. They were worse than useless. They kept telling me stupid stuff like install Google Play for the non existent app market. It was very obvious they didn't understand much English.
271,1,Very upset The tablet did not work. Sending it back. Will be replacing it.
272,5,Excellent
273,5,great phablet for all general uses
274,3,Is great i love everything about it.
275,2,"not liked, because the language is in mandarin or HK also I cannot downland any apps from android stores."
276,1,My friend brought it to me at work after i ordered it on Amazon as we work together overseas and i live in Johannesburg. When i got home and tested the phone the microphone doesnt work. So you can hear but no one can hear you. Now im stuck with it because how would i get ut back to Texas? Very unhappy with the product
277,1,My friend brought it to me at work after i ordered it on Amazon as we work together overseas and i live in Johannesburg. When i got home and tested the phone the microphone doesnt work. So you can hear but no one can hear you. Now im stuck with it because how would i get ut back to Texas? Very unhappy with the product
278,3,"Got this to complete a working scale model office. The little phone actually has a pretty accurate touch screen if I can get my fat fingers to hit only one of those little tiny keys on the keyboard. Probably not bad as a phone for someone with a kid's hands.I can't say that I'm disappointed because I got yellow, and that's what I wanted. But the only color they had in stock was green and I got yellow so drop one star. Also, when I went to put the battery in I discovered THIS PHONE IS NOT RUGGED. The battery cover simply snaps on with no seals to protect against water splashes. So minus another star.All in all its not bad for a $60 smartphone that will not take up much space in the tankbag of your motorbike, or in your hiking bag. But keep it in a zip top bag. If you have a Bluetooth keyboard and mouse, (or can VNC into it like I did) it will be a lot easier to set up."
279,1,arrived broken and forgot to send back
280,1,this phone is not worth the money. the plastic is flimsy and the phone hardly works. I am trying to return mine now. don't waste your money.
281,3,"I like the size of the phone. Whatever happened to the days when we were supposed to make things smaller? I suppose those days are gone with most people ""needing"" to watch YouTube videos in 1080p.This phone has the right size to it, but the internal memory has much to be desired. It also doesn't use the micro SD card slot to move apps over to... I know it can probably be rooted to accomodate for this, but why must it be rooted to install more than one app on here? Isn't there an easier way, like an OTA update or something? I'm not that technically savvy... but I would like to install more than one app on here. After all, this is supposed to be a smart phone.Other than those quirks, I like the phone and use it when my daily driver would be intimidated by mother nature. The speaker can be soft at times, but it works for me.If there are any changes to my review, I'll update when I'm able to."
282,3,"Is partial internet working,but Indigi is workin on it,hope will be ok"
283,1,This is my second sim card I have to use to activated this phone. I contacted the company and still no response. I'm currently doing more research on the matter. To early to rate cause I had this phone for two weeks.
284,5,This little phone is great compact and easy to use love it .Michelleheraud
285,5,This little phone is great compact and easy to use love it .Michelleheraud
286,5,This little phone is great compact and easy to use love it .Michelleheraud
287,1,I hate it!!!! I will be sending it back. It keeps blinking on and off. I want my refund back!
288,3,Lots of nice features but touch response slow. Nice looking phone. I only use the phone for one week and I will write review again. Sound volume poor.
289,5,"We buy these for work, good price and would be extremely durable for the average person. We do HVAC and we break them a lot not the holster fault."
290,5,"They are wonderful. got them for my son as he tends to break them. now we have extras without going through hassle of ordering again!!! thanks for that, that rates 5 stars."
291,3,Does the job but just barely
292,5,lasting longer than the oem
293,5,Crear product. Fast arrived.
294,3,Good thing I had order this 3 pack. Poor quality already burned they 2 cases
295,4,Works great.
296,5,"Looks just like the original and I believe it is the original, but a whole lot cheaper."
297,4,these work nice for the price and that is why i bought so many
298,1,"I bought these for my father a little over a month ago, and was just able to give them to him today. When he put his phone in the holsters (all 3 of them) the phone wasn't held securely. He still had his original otterbox holster so we compared them. The phone fits snugly into all of the holsters, basically the same as the otterbox, but the piece that holds the phone in place on the replacement holsters allows the phone to slip out when barely bumped. I would've loved to return them, but my window has passed."
299,5,Great
300,5,Great value for some one who uses the Otterbox Defender.
301,5,Great buy & service!
302,5,Work great!
303,5,I bought the 3 pack and am still on the first one. Seems to be working well and hasn't broke. Holds my phone without all of the bulk of a leather flip case.
304,5,not as thick as my old one but it will do!
305,1,I purchased the 3 pack a few weeks back and I just broke the third one today. These are brittle and slightly smaller than they need to be to fit a defender case. My last Otterbox clip lasted over a year before it finally broke. I would not recommend this item.
306,4,Other than clip breaks easily. It's ok for the price.
307,5,Fits as advertised.
308,5,"Like a number of other reviewers I break these holsters every 3 months or so. Otterbox is good with their warranty but honestly it is a pain ( I get that - there are a lot of knock-offs). Their main competitor is even worse (no names mentioned). I like the Otterbox and have used them on three phones - all had the same issue with holster breakage. So I decided to give these generic holsters a try. I am one month into using them (and have two back-ups) - so far there have been no issues and they appear to look and work as well as the Otterbox brand at a fraction of the cost. If I break all three I will buy three more - easier and faster to get than replacements from Otterbox (not to even mention their ""competitor"". If you are willing to take a chance and ""go generic"" they are a good choice. July 15, 2016 3 1/2 months later - I am still using the first one. It looks like new and works perfectly. I do not treat these gently and am really happy with them thus far."
309,4,Order these every 6 months for my husbands phone. He brakes the clip off theses are A good price and three of them helps keep me from ordering them every other month. They fit his case well and clip to his belt without any problems.
310,5,A++++++++
311,5,Good product and just as described
312,5,These seem to be the same as the original at a much lower price.
313,5,"My husband breaks his otter box belt clip about every 5 to 6 months, so it was great to get this pack of 3. It fit perfect with his otter box."
314,5,Seems to work fine
315,5,"Look, feel, and fit like the original, but pressed in *China* instead of *Mexico*. No complaints."
316,2,"Clearly a knock-off. First one snapped after 2 weeks, but for a couple of bucks each, not unexpected."
317,5,"Anybody with Otterbox knows that the belt clips break frequently. These clips last just as long as the brand name but at a much better price. Fast shipment, too."
318,1,you only got me two belt clip and one not functioner properly.
319,3,"The phone is REALLY slow. It doesn't have enough internal memory. It frequently freezes up because it just doesn't have enough memory to handle the apps. It's okay, but if I'd known I'd have so many problems with it, I would have bought a different phone."
320,5,"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!"
321,1,"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that"
322,1,The phone is not powering on I sent it to Jamaica WI and will return once I receive it back
323,1,not good
324,5,"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps"
325,4,Good for the price.
326,4,My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.
327,1,"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone"
328,4,Bought for my son and got connection thru Consumer Cellular as an add on line. Works fine for all included functions and hasn't given any problems yet (~ 1 year so far). I'd buy it again.
329,3,"Screen quality is good. Overall, the phone is very slow and has very limited memory. Next to impossible to add additional apps. Instructions are very poor - they seem to have been translated from Chinese into English using a computer translator, so not much of it makes sense in English. Almost no instructions for how to insert the SIM card, except for an illustration which doesn't tell you how to do it so that it doesn't disappear into the phone housing, causing you to have to take the entire phone housing apart to get it back out. For $40, I guess it isn't bad though."
330,5,Very good
331,4,"liked the design and the cost was worth it too,I bought this for a family member and so far no complaints"
332,1,did not work with at&t network
333,3,"1. The main problem with this product is that the only documentation provided is a folded up small piece of paper that is written by someone who does not speak english. So there is no adequate user manual, and it becomes a magical mystery search trying to figure out how to use the phone.2. A second serious hardware problem is that the speaker runs extremely hot, and one cannot place it next to the ear. Must use earphones, or suffer burns.3. Battery life totally sucks.4. Touch screen is exceedingly sensitive, so it registers being touched even if you do not touch it.5. There appears to be nobody in the world that makes a protective case that fits this phone. It would have been smart to make its form factor mathc an iPhone5 or 6, or Samsung, or SOMETHING.6. Other than the above, the phone is OK, and well worth the price."
334,4,Ok phone I buy for someone
335,4,works short battery life
336,5,Good tanks
337,4,"It is a nice phone,I buy it to used when I traveled outside the US,I loved it,good smartphone for the price."
338,1,"I read the reviews which after the fact I am going to have to say that they were all fake. There were 12 five star reviews when I bought the phone. The phone is absolutely terrible. The security sticker was broken when I got my product, and when I contacted the seller they said that was okay as long as the phone worked. I still haven't been able to use data on the phone and can only use for calls and texts. Also, I'm afraid to out this phone up to my ear. When I did, it burned really hot and radiated heat. It is cheaply made. The touch screen is fickle and unresponsive. It has zero in phone storage, so no apps. Bottom line is that I wished I would have spent a little more money and bought a different phone."
339,4,"At first I thought it was not charging but, there was a small plastic strip over the battery that I needed to remove. After I removed it, the phone worked great!"
340,1,This phone is horrible. Speaker doesn't work right. Can only have 1 app never again will I buy this phone. I will never recommend it to anyone. The only thing nice about it is that its cheap. If I could give this phone no stars I would...
341,5,"Got it so I could test an Android app. It worked well and I had no issues with the software or hardware. The limited memory forced me to buy an SD card to really use it, but it was still worth it for the price I paid."
342,5,"My wife loves it, works great and easy to use."
343,2,This phone worked well for phone calls. Very small internal memory could only have one App downloaded. Could not send or recieve MMS . The battery portal broke after only owning for 4 momths. Also had to reset often and wifi very slow. If you are going over seas and just need to make calls it's a good phone but not for everyday use!!
344,5,It is an excellent phono with low cost!
345,2,"I received the phone on time, packaged well came with charger and headphones. All a plus however I am rating it a three as the phone feels like a toy phone very light weight , almost feel like it was break just at a 3inch drop, literally. Also the display is hard to read. I bought my oldest two children 2 Verizon pre paid phones for Amazon in October at only 15$ each. Yes only 15$ and they are awesome. This phone was going to be for me however due to the quality im going to give it to my youngest child.If you are looking for a small cheap phone this will work for you though !! :)I do think the phone is overpriced even at 40$"
346,5,Excelent.
347,5,Great as expected
348,3,"Wow. So, I'm mourning the loss f my G2X, this is a temporary fix. It's the same size which is nice. It has almost no phone memory so an SD card isn't even an option ( you Need one). The sound if fairly good, functionality is glitchy. It's made in China and prefers to be set up with a google account. Lots of time the scrolling will snag and the screen is unresponsive to the touch. I haven't been ablebto stop the hepatic feedback on the keys when texting\ typing. It can feather and be used as a WiFi hotspot which is good. It's pretty slow loading pages and downloading, I haven't taken any pics yet. It fleshy seem to want to play videos very well but that may be my phone company's hangup. If you're looking at the screen , you need to look straight on, at any angle, you can't see the screen detail. Gettingbthe back off is a struggle too but it's doable. It's plastic, not metal. The white one is white on the back, the face is black."
349,5,I love it very much!
350,5,muy bueno
351,5,My mom loved it until the screen cracked 6 months later just by laying in the purse..
352,1,"I got it, took forever to turn on, has only 300megabytes of internal storage even with a 64gig SD card, and the quality is extremely terrible. Do not buy unless you want to waste your money on junk."
353,1,Horrible horrible phone no reception keeps downloading programs DON'T BUY
354,5,Good
355,3,Much smaller than the photo depicts excellent phone for children or someone who just wants to have phone. not a very good camera at all and display is on the lower side of things but it is a good investment as a first phone due to the fact that it is sturdy and seemingly built strong. Recommended to buy with additional storage card because space is very minimal
356,1,No I didnt I had to by a new phone
357,2,"Small phone, isn't compatible with most us services but has nice color and amazing storage."
358,1,"It did not work, nevera on. Too bad."
359,4,"SLOW, SLOW, SLOW....I'm on my home network and my Nokia 635 has already loaded the weather channel local forecast. This phone is still loading....To restate other reviews: terrible viewing angle, despite adjustments to sensitivity of screen finally on the 55th tap, the screen responded to request....it seems to be hit or miss.....and this phone is just not up to USA phone standards....I'll probably be returning it altho it is a great looking phone !Other than making or receiving calls, this would just pretty much be a paper weight. I have to wonder about all the 5 star reviews....They sound mysteriously very similar in their language style and choice of words and phrases which makes me wonder if they are in fact valid. This is a perfect example of ""you get what you pay for"".....NOT MUCH !!!.UPDATE: August 20, 2015: I am so impressed with the Customer Service of this company ! I received the nicest e mail regarding my comments asking me if there was anything they could do to make my purchase right ! What company actually has personnel in customer service who READS the reviews of purchasers??? Apparently they do ! We have e mailed back and forth and it turns out that they had a newer model that is probably more of what I had in mind for a smart phone and I'm going to buy it. I also suggested that they update the product information on this product that is woefully lacking in tech information. I am told that is in the process of happening also.So I am updating my review to 4 stars because of the fabulous responsive customer service of this company and the fact that this phone may be right for someone who does not have the exact requirements in a phone that I do. I'll give them the benefit of the doubt based on the other reviews, which I was absolutely assured were valid, honest reviews from purchasers. Kudos to Shawyn & this company !!!"
360,1,If I could've gave it 0 stars I would have!!!! Awful phone!!! Never by from this seller again!! Phone is not up to USA standards. Maybe good across seas. But not what we're use to.
361,1,It was really bad literally no memory and 2 pages to put stuff on I would not recommend it unless you just wanna call in and out and take good pics
362,3,"i mean it works but the screen is horrendous, the viewing angles are absolutely horrible"
363,2,I am disappointed with The screen I love purple flowers I don't see I want to return back this phone i don't feel like using it s not same color either n also I am having hard time opening to insert the sim
364,4,"phone works fine, would have liked more extensive instructions and so far i can't find a protective cover for it"
365,5,Gave the phone as a birthday gift. My friend seems happy with it so far.
366,5,"I'm not a fan of touchscreen phones but when my trusted Nokia E71 gave up the ghost, I had to make that transition. This phone meets my needs. Nothing fancy, very nice size - fits perfectly in my palm - and I can finally download ""Whatsapp"". My siblings and friends have teased me to no end about not having a smartphone to download the app.I'm really not into specs but my husband, who is techy, took a look at the description and confirmed it would be perfect for my needs. I've had it for 4 days now and so far so good. Will update the review if anything changes. And I love the purple color."
367,5,"I have had the phone for seven days now and I am impressed. Its setup is very simple. The screen quality is great, and the processor is fast."
368,5," This is an extremely fast, good-looking phone with excellent storage options, great screen clarity."
369,1,Not recommended. Won't charge after just a few weeks of use.
370,3,"No the phone done have Bluetooth on it, which is so bad for my son."
371,3,its a good phone but barely holds any apps.The space is limited
372,1,"The phone meet the minimum standard. The network is good but, I can't receive the 3G on my phone to satisfy the desire for purchase"
373,1,"I never got the thing to turn on. It would take a charge. I had low expectations considering the price, I just wanted to use it as a back up for running credit cards using Square but that isn't going to work out. Returning it."
374,1,"I bought this phone for a gift, and when I recieved it, the phone did not work. I had to pay again to return the cellphone from Venezuela to USA."
375,1,It did not work.
376,4,Simple enough with plenty of functions.
377,5,Excelent
378,1,This product is expensive for the quality. At $20 it might be worth it...maybe. You are better off adding a little extra and getting a used second or third generation galaxy or iphone. It will definitely last longer. Regret this purchase. Screen just went south after about 1 week of use. Also the screen quality is not ideal.
379,5,Better than I expected.
380,2,it says T-Mobile compatible; however my sim card once inserted didn't connect at all. it would say sim not connecting to network. great price but I couldn't do nothing more then use the phone when Wi-Fi was avail. no calling out services when away from home. over all the phone was cute. but needed it for me then apps at home.
381,5,Excellent
382,1,very bad
383,3,Good
384,2,"Its a cheap phone, but I thought I gave it a try. I guess for what I wanted it, wasn't good. It has very low Internal memory and lots of Ads thrown at you! It also freezes quite a bit. I guess its good if you only want to use it to talk and travel with it because it has a dual sim card slots."
385,1,I didn't like this phone. It is a horrible phone
386,2,very slow i regret buying this i suggest different phones
387,5,Excellent
388,3,"The phone is REALLY slow. It doesn't have enough internal memory. It frequently freezes up because it just doesn't have enough memory to handle the apps. It's okay, but if I'd known I'd have so many problems with it, I would have bought a different phone."
389,1,"I HATE THIS PHONE, WEEK LATER HAD TO BUY ANOTHER ONE...ITS SLOW AND STORAGE IS VERY POOR...A WASTE OF MONEY...NEVER AGAIN..."
390,1,So bad
391,1,Its good but it's getting heat if I talk more than five minutes
392,2,Piece of crap
393,5,"I took this phone all through Mexico with me, and I surfed the web, and made calls (VoIP and regular) and this phone was heroic. The camera isn't bad either."
394,5,bueno
395,4,excelent thank u
396,5,Great phone and easy to use. The price is really good for it.
397,3,"The package arrived on time and in good condition. It not covers all my expectations, but is functional for me."
398,3,"Screen quality is good. Overall, the phone is very slow and has very limited memory. Next to impossible to add additional apps. Instructions are very poor - they seem to have been translated from Chinese into English using a computer translator, so not much of it makes sense in English. Almost no instructions for how to insert the SIM card, except for an illustration which doesn't tell you how to do it so that it doesn't disappear into the phone housing, causing you to have to take the entire phone housing apart to get it back out. For $40, I guess it isn't bad though."
399,2,Phone did not come with a sim card and did not work
400,2,"Not the best phone, but made it work temporary."
401,5,Good basic smart phone
402,4,Satisfied with the product. Value for money.
403,1,"Was hoping for a decent phone for this price! Was a gift for my niece, every time she used it the phone repeatedly dropped calls! Was an at&t prepaid account was in an area with a strong signal so it wasneeds the carrier. Had to buy another phone!!!"
404,5,Wonderful phone it absolutely met all my expectations..i took it to the West Indies and it worked perfectly
405,1,Phone doesn't turn on.Battery is dead.Isn't charging at all..
406,1,phone did not turn on even after charging phones for hours. Hope this is not a joke
407,5,Excelent...
408,4,"At first I thought it was not charging but, there was a small plastic strip over the battery that I needed to remove. After I removed it, the phone worked great!"
409,5,"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!"
410,1,"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that"
411,1,The phone is not powering on I sent it to Jamaica WI and will return once I receive it back
412,1,not good
413,5,"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps"
414,4,Good for the price.
415,4,My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.
416,1,"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone"
417,4,Bought for my son and got connection thru Consumer Cellular as an add on line. Works fine for all included functions and hasn't given any problems yet (~ 1 year so far). I'd buy it again.
418,3,Nice phone my cuzin in Jamaica loves it
419,1,This phone is horrible. Speaker doesn't work right. Can only have 1 app never again will I buy this phone. I will never recommend it to anyone. The only thing nice about it is that its cheap. If I could give this phone no stars I would...
420,5,"Got it so I could test an Android app. It worked well and I had no issues with the software or hardware. The limited memory forced me to buy an SD card to really use it, but it was still worth it for the price I paid."
421,5,"My wife loves it, works great and easy to use."
422,2,This phone worked well for phone calls. Very small internal memory could only have one App downloaded. Could not send or recieve MMS . The battery portal broke after only owning for 4 momths. Also had to reset often and wifi very slow. If you are going over seas and just need to make calls it's a good phone but not for everyday use!!
423,5,It is an excellent phono with low cost!
